iter	Passed	Remaining
1673	11793	2296
1674	11800	2289
1675	11807	2282
1676	11814	2275
1677	11820	2268
1678	11828	2261
1679	11835	2254
1680	11843	2247
1681	11852	2240
1682	11861	2234
1683	11868	2227
1684	11876	2220
1685	11883	2213
1686	11891	2206
1687	11898	2199
1688	11905	2192
1689	11912	2185
1690	11919	2178
1691	11926	2171
1692	11934	2164
1693	11941	2157
1694	11949	2150
1695	11956	2143
1696	11964	2136
1697	11972	2129
1698	11979	2122
1699	11986	2115
1700	11994	2108
1701	12001	2101
1702	12009	2094
1703	12016	2087
1704	12023	2080
1705	12030	2073
1706	12038	2066
1707	12045	2059
1708	12053	2052
1709	12061	2045
1710	12068	2038
1711	12076	2031
1712	12083	2024
1713	12092	2017
1714	12104	2011
1715	12113	2004
1716	12122	1998
1717	12130	1991
1718	12139	1984
1719	12147	1977
1720	12158	1971
1721	12167	1964
1722	12208	1962
1723	12220	1956
1724	12230	1949
1725	12238	1942
1726	12245	1935
1727	12251	1928
1728	12259	1921
1729	12266	1914
1730	12273	1907
1731	12280	1900
1732	12287	1893
1733	12294	1885
1734	12301	1878
1735	12308	1871
1736	12315	1864
1737	12322	1857
1738	12329	1850
1739	12337	1843
1740	12344	1836
1741	12351	1829
1742	12358	1822
1743	12364	1815
1744	12373	1808
1745	12380	1801
1746	12388	1794
1747	12395	1786
1748	12403	1780
1749	12410	1772
1750	12419	1766
1751	12426	1758
1752	12433	1751
1753	12441	1744
1754	12448	1737
1755	12457	1730
1756	12463	1723
1757	12472	1716
1758	12479	1709
1759	12487	1702
1760	12495	1695
1761	12505	1689
1762	12512	1682
1763	12522	1675
1764	12530	1668
1765	12538	1661
1766	12546	1654
1767	12556	1647
1768	12565	1640
1769	12573	1633
1770	12582	1626
1771	12590	1620
1772	12599	1613
1773	12607	1606
1774	12615	1599
1775	12623	1592
1776	12630	1585
1777	12638	1578
1778	12644	1570
1779	12652	1563
1780	12659	1556
1781	12667	1549
1782	12673	1542
1783	12680	1535
1784	12687	1528
1785	12694	1521
1786	12701	1513
1787	12708	1506
1788	12715	1499
1789	12721	1492
1790	12728	1485
1791	12735	1478
1792	12741	1471
1793	12748	1463
1794	12755	1456
1795	12762	1449
1796	12769	1442
1797	12775	1435
1798	12782	1428
1799	12789	1421
1800	12797	1414
1801	12804	1406
1802	12812	1399
1803	12819	1392
1804	12825	1385
1805	12833	1378
1806	12841	1371
1807	12849	1364
1808	12856	1357
1809	12864	1350
1810	12871	1343
1811	12878	1336
1812	12885	1329
1813	12892	1321
1814	12899	1314
1815	12906	1307
1816	12913	1300
1817	12920	1293
1818	12928	1286
1819	12935	1279
1820	12941	1272
1821	12949	1265
1822	12956	1257
1823	12964	1250
1824	12972	1243
1825	12979	1236
1826	12986	1229
1827	12993	1222
1828	13000	1215
1829	13007	1208
1830	13013	1201
1831	13020	1194
1832	13027	1186
1833	13034	1179
1834	13040	1172
1835	13047	1165
1836	13053	1158
1837	13060	1151
1838	13067	1144
1839	13075	1136
1840	13082	1129
1841	13088	1122
1842	13095	1115
1843	13102	1108
1844	13109	1101
1845	13116	1094
1846	13122	1087
1847	13129	1079
1848	13136	1072
1849	13143	1065
1850	13150	1058
1851	13158	1051
1852	13167	1044
1853	13176	1037
1854	13183	1030
1855	13190	1023
1856	13197	1016
1857	13204	1009
1858	13210	1002
1859	13217	994
1860	13224	987
1861	13230	980
1862	13237	973
1863	13244	966
1864	13250	959
1865	13257	952
1866	13264	944
1867	13270	937
1868	13277	930
1869	13284	923
1870	13292	916
1871	13299	909
1872	13306	902
1873	13313	895
1874	13319	887
1875	13326	880
1876	13333	873
1877	13339	866
1878	13346	859
1879	13352	852
1880	13359	845
1881	13365	838
1882	13372	830
1883	13378	823
1884	13385	816
1885	13391	809
1886	13398	802
1887	13404	795
1888	13411	788
1889	13417	780
1890	13424	773
1891	13430	766
1892	13436	759
1893	13443	752
1894	13449	745
1895	13456	738
1896	13462	730
1897	13468	723
1898	13475	716
1899	13481	709
1900	13488	702
1901	13495	695
1902	13501	688
1903	13507	681
1904	13514	673
1905	13520	666
1906	13527	659
1907	13533	652
1908	13540	645
1909	13547	638
1910	13554	631
1911	13561	624
1912	13567	617
1913	13574	609
1914	13580	602
1915	13587	595
1916	13594	588
1917	13601	581
1918	13608	574
1919	13614	567
1920	13621	560
1921	13628	553
1922	13634	545
1923	13641	538
1924	13648	531
1925	13655	524
1926	13661	517
1927	13668	510
1928	13676	503
1929	13683	496
1930	13690	489
1931	13698	482
1932	13706	475
1933	13713	467
1934	13719	460
1935	13726	453
1936	13732	446
1937	13741	439
1938	13748	432
1939	13754	425
1940	13761	418
1941	13767	411
1942	13774	404
1943	13780	396
1944	13787	389
1945	13793	382
1946	13799	375
1947	13806	368
1948	13812	361
1949	13819	354
1950	13825	347
1951	13832	340
1952	13839	333
1953	13845	325
1954	13852	318
1955	13858	311
1956	13865	304
1957	13871	297
1958	13878	290
1959	13884	283
1960	13890	276
1961	13897	269
1962	13903	262
1963	13910	254
1964	13916	247
1965	13923	240
1966	13929	233
1967	13936	226
1968	13942	219
1969	13948	212
1970	13955	205
1971	13962	198
1972	13969	191
1973	13975	184
1974	13982	176
1975	13988	169
1976	13995	162
1977	14001	155
1978	14008	148
1979	14015	141
1980	14022	134
1981	14029	127
1982	14036	120
1983	14043	113
1984	14050	106
1985	14056	99
1986	14063	92
1987	14070	84
1988	14076	77
1989	14083	70
1990	14090	63
1991	14097	56
1992	14104	49
1993	14110	42
1994	14117	35
1995	14123	28
1996	14130	21
1997	14137	14
1998	14143	7
1999	14152	0
