iter	Logloss
164	0.4198748212
165	0.4197957381
166	0.4197698781
167	0.419765708
168	0.4197177997
169	0.4196790657
170	0.4196272874
171	0.4195532532
172	0.4195288523
173	0.4194610833
174	0.4194346781
175	0.4193760575
176	0.4193207898
177	0.4192586867
178	0.4192223322
179	0.4191537511
180	0.4190710732
181	0.4190183754
182	0.4189850076
183	0.4189297362
184	0.4189011368
185	0.4188391745
186	0.4187544924
187	0.4186943386
188	0.4186050606
189	0.4185368003
190	0.4184856725
191	0.4184541617
192	0.4184070915
193	0.4183495949
194	0.4183429359
195	0.4182242911
196	0.4181675786
197	0.4180938636
198	0.4180492895
199	0.4179787945
200	0.4179437724
201	0.4178854663
202	0.4178111082
203	0.4177592882
204	0.4177196628
205	0.4176766966
206	0.4176362455
207	0.4175543769
208	0.4175068516
209	0.4174648152
210	0.4174121355
211	0.4173631536
212	0.4172823211
213	0.4172438638
214	0.4171743375
215	0.4170887754
216	0.4170336648
217	0.4170331669
218	0.4169858948
219	0.4169268561
220	0.4168666837
221	0.4168251262
222	0.416787334
223	0.4167106857
224	0.4166592262
225	0.4166080899
226	0.416554304
227	0.4164911145
228	0.4164368474
229	0.416395541
230	0.4163494759
231	0.4163170793
232	0.4162758272
233	0.416230606
234	0.4161765726
235	0.4161442005
236	0.4161156482
237	0.4160936215
238	0.4160612358
239	0.4160480312
240	0.4159732104
241	0.4159272233
242	0.4158640286
243	0.4158197901
244	0.4157851412
245	0.4157465572
246	0.415697675
247	0.4156364272
248	0.4155952688
249	0.4155753625
250	0.4155353199
251	0.4154684559
252	0.4154150438
253	0.4153651219
254	0.4153041538
255	0.4152687557
256	0.4152205195
257	0.4151581616
258	0.4151021102
259	0.4150784589
260	0.4150782738
261	0.4150309801
262	0.4149521871
263	0.4149521689
264	0.4149217256
265	0.4148494854
266	0.4147929034
267	0.4147458541
268	0.4147013857
269	0.4146715709
270	0.4146392057
271	0.4145747776
272	0.4145116499
273	0.4144726778
274	0.4144192358
275	0.4143784213
276	0.4143310136
277	0.4142741283
278	0.4142454224
279	0.4142364498
280	0.4141820348
281	0.4141368294
282	0.4140787786
283	0.4140140631
284	0.4139686003
285	0.4139208712
286	0.4138881638
287	0.4138335981
288	0.4137830878
289	0.4137214027
290	0.4136951449
291	0.4136383843
292	0.4135888178
293	0.4135578251
294	0.4135300639
295	0.4134844105
296	0.4134221562
297	0.4133768349
298	0.4133430811
299	0.4133065562
300	0.4132865538
301	0.4132330411
302	0.413198688
303	0.4131834542
304	0.4131407215
305	0.4131023447
306	0.413100004
307	0.4130561618
308	0.4130218497
309	0.4129990346
310	0.4129384764
311	0.4129098573
312	0.4128775609
313	0.4128551552
314	0.4128285521
315	0.4127821057
316	0.4127467086
317	0.4126955229
318	0.4126366708
319	0.4126071451
320	0.4125669103
321	0.412514474
322	0.4124971933
323	0.4124597676
324	0.4124034809
325	0.4123792225
326	0.4123391635
327	0.4122891937
328	0.4122310611
329	0.4121983106
330	0.4121450951
331	0.412086751
332	0.412027235
333	0.4119921822
334	0.4119599187
335	0.4119410552
336	0.4119012897
337	0.4118573701
338	0.4118201642
339	0.4117761106
340	0.4117260188
341	0.4116774921
342	0.411639089
343	0.411613259
344	0.4115827218
345	0.4115545972
346	0.4114962217
347	0.4114582085
348	0.4114239874
349	0.411390333
350	0.4113489351
351	0.4113186269
352	0.411292624
353	0.4112323886
354	0.4111949491
355	0.4111571223
356	0.4111146822
357	0.4110361071
358	0.411004749
359	0.4109805925
360	0.4109486308
361	0.4108981279
362	0.410863213
363	0.4108124474
364	0.4107292265
365	0.410707112
366	0.4106604624
367	0.4106396155
368	0.4106172087
369	0.4105747747
370	0.410546812
371	0.4105168892
372	0.4104917926
373	0.4104308158
374	0.4103928998
375	0.4103521112
376	0.4102847347
377	0.4102400337
378	0.4101835791
379	0.4101342233
380	0.4101055382
381	0.4100502704
382	0.4100133284
383	0.4099536155
384	0.4099173155
385	0.4098827183
386	0.4098465936
387	0.4098045625
388	0.4097716938
389	0.4097012921
390	0.4096607595
391	0.4096173517
392	0.4095773461
393	0.4095706139
394	0.4095475797
395	0.4095028832
396	0.4094347798
397	0.4093985312
398	0.4093895369
399	0.409367968
400	0.4093443219
401	0.4093233577
402	0.4092859436
403	0.4092059192
404	0.4091547466
405	0.4091242898
406	0.4090678571
407	0.4090278408
408	0.4089768064
409	0.4089756944
410	0.4089578725
411	0.4089129866
412	0.4088801987
413	0.4088302593
414	0.4088021674
415	0.4088017733
416	0.4087502222
417	0.4087122015
418	0.4086496581
419	0.4086188768
420	0.4085506678
421	0.4085186727
422	0.4084544583
423	0.4084177872
424	0.4083878692
425	0.408340773
426	0.408268874
427	0.4082369513
428	0.4082085805
429	0.4081706046
430	0.4081054506
431	0.4080692534
432	0.4080349019
433	0.4080317663
434	0.4079821563
435	0.4079688798
436	0.4079112913
437	0.4078774657
438	0.4078304099
439	0.4078010007
440	0.4077171806
441	0.4076774645
442	0.4076540075
443	0.4075770393
444	0.4075591711
445	0.4074943133
446	0.4074605347
447	0.4074350115
448	0.4073711247
449	0.4073309211
450	0.4072630465
451	0.4072271149
452	0.4071859588
453	0.4070907069
454	0.407010833
455	0.4069590914
456	0.4069175642
457	0.406885139
458	0.4068480642
459	0.4068075413
460	0.4067464439
461	0.4067116985
462	0.4066800005
463	0.4066370063
464	0.4066109786
465	0.4065591253
466	0.4065159522
467	0.4064788401
468	0.4064236407
469	0.4063691482
470	0.4063385621
471	0.4062943682
472	0.4062678143
473	0.4062228241
474	0.4061786252
475	0.4061249787
476	0.4060563038
477	0.4060127051
478	0.4059469008
479	0.4059015553
480	0.4058560642
481	0.4057918832
482	0.4057115552
483	0.4056667471
484	0.4056209825
485	0.4055537065
486	0.4055132168
487	0.4054718487
488	0.4054381504
489	0.4053735798
490	0.4053276869
491	0.4052758298
492	0.4052187405
493	0.4051894625
494	0.4051285156
495	0.4050900761
496	0.4050578649
497	0.4049944578
498	0.4049305337
499	0.4049012553
500	0.4048757522
501	0.4048346901
502	0.4047894601
503	0.4047526117
504	0.40471265
505	0.4046694363
506	0.404633401
507	0.4045807866
508	0.4045466547
509	0.4045254948
510	0.4044792492
511	0.4044408967
512	0.4044071337
513	0.4043586699
514	0.4043159436
515	0.4042922055
516	0.404238146
517	0.4041678764
518	0.4041238866
519	0.4040563346
520	0.4040199276
521	0.4039705962
522	0.4039265044
523	0.403894662
524	0.4038350719
525	0.4037794775
526	0.4037260462
527	0.4036696848
528	0.4036037526
529	0.4035282355
530	0.4034761888
531	0.4034294727
532	0.4033567748
533	0.4033195119
534	0.40328188
535	0.4032424206
536	0.403196833
537	0.4031593466
538	0.403098182
539	0.4030523737
540	0.4030068634
541	0.4029782107
542	0.4029103775
543	0.4028321159
544	0.4027948709
545	0.4027723874
546	0.4027222523
547	0.4026835506
548	0.4026340529
549	0.4025853915
550	0.4025433864
551	0.4025027084
552	0.4024443407
553	0.4023934422
554	0.4023444101
555	0.4022958843
556	0.4022382054
557	0.4021884645
558	0.4021336765
559	0.4020959089
560	0.4020513676
561	0.4019800366
562	0.4019330036
563	0.40187459
564	0.401833771
565	0.4017932027
566	0.4017677578
567	0.4017070716
568	0.4016510653
569	0.4015985282
570	0.4015158434
571	0.4014760271
572	0.4014196705
573	0.4013751775
574	0.4013309474
575	0.4012859389
576	0.4012471332
577	0.4012087199
578	0.4011421264
579	0.4011197251
580	0.4010834103
581	0.4010406086
582	0.4010070095
583	0.4009621736
584	0.4009095679
585	0.4008578196
586	0.4008107222
587	0.4007317398
588	0.4006876199
589	0.4006439629
590	0.4006013519
591	0.4005536864
592	0.4005130823
593	0.4004693879
594	0.400437625
595	0.4003624796
596	0.4003112186
597	0.4002602812
598	0.4002125174
599	0.4001511638
600	0.4000893799
601	0.4000390465
602	0.3999878772
603	0.3999449044
604	0.3999032732
605	0.3998631662
606	0.3997950445
607	0.3997388976
608	0.3996887867
609	0.3996505412
610	0.3996085945
611	0.3995771308
612	0.3995355448
613	0.399496703
614	0.3994462487
615	0.3994180077
616	0.3993916179
617	0.3993546469
618	0.3992984772
619	0.3992486287
620	0.3992218617
621	0.3991612181
622	0.3991232988
623	0.3990845507
624	0.3990383578
625	0.3989906826
626	0.3989343782
627	0.3988755783
628	0.3988302163
629	0.3987878705
630	0.3987488529
631	0.3986954133
632	0.3986430009
633	0.3985868541
634	0.3985384467
635	0.3985107399
636	0.398443638
637	0.3983817931
638	0.3983078588
639	0.3982733633
640	0.3982248183
641	0.3981724543
642	0.3981188121
643	0.3980820595
644	0.3980315927
645	0.3980072531
646	0.3979642418
647	0.3979134108
648	0.397868449
649	0.3978419531
650	0.397798183
651	0.397759096
652	0.3977087972
653	0.3976519971
654	0.3976167474
655	0.3975714253
656	0.3975236187
657	0.3974707168
658	0.3974297139
659	0.3974047645
660	0.3973623837
661	0.3973176714
662	0.3972705333
663	0.3972295412
664	0.3971919938
665	0.397140055
666	0.3970918022
667	0.3970506695
668	0.3970322392
669	0.3970025158
670	0.396942391
671	0.3968977718
672	0.3968722871
673	0.3968233456
674	0.3967797644
675	0.396733541
676	0.3966871078
677	0.3966287604
678	0.3965839627
679	0.3965540504
680	0.3965122912
681	0.3964630261
682	0.3964356606
683	0.3964028267
684	0.3963748022
685	0.3963363309
686	0.3962924099
687	0.3962647006
688	0.3962391361
689	0.3962114525
690	0.3961681644
691	0.3961452324
692	0.3960901402
693	0.3960451765
694	0.3959984274
695	0.3959431008
696	0.3958698625
697	0.3958346943
698	0.3957781376
699	0.3957360583
700	0.3956975795
701	0.3956716866
702	0.3956264343
703	0.3955534842
704	0.3955067906
705	0.3954454683
706	0.3954001704
707	0.3953306355
708	0.3952924383
709	0.3952376429
710	0.395186224
711	0.3951458717
712	0.3950986462
713	0.395075364
714	0.3950436413
715	0.3950030493
716	0.3949587047
717	0.3948927794
718	0.3948234606
719	0.3947819123
720	0.3947238734
721	0.3946769667
722	0.3946096258
723	0.3945709197
724	0.3945198023
725	0.3944637858
726	0.3944092115
727	0.3943668167
728	0.3943149315
729	0.3942533957
730	0.394214899
731	0.3941525562
732	0.3941201363
733	0.3940755462
734	0.3940280813
735	0.393992307
736	0.3939415991
737	0.3938881702
738	0.3938534047
739	0.3938155412
740	0.3937832162
741	0.3937415192
742	0.3936911064
743	0.3936574073
744	0.3936074991
745	0.3935644105
746	0.3935235594
747	0.3934774419
748	0.393429915
749	0.3933923533
750	0.3933513187
751	0.3933133518
752	0.3932936832
753	0.3932439536
754	0.3931963796
755	0.3931302175
756	0.3930917474
757	0.3930487287
758	0.3930105013
759	0.392960782
760	0.3929241099
761	0.3928848746
762	0.3928484078
763	0.3927817585
764	0.3927320263
765	0.3926930866
766	0.3926534263
767	0.392606338
768	0.3925652056
769	0.3925232189
770	0.3924895713
771	0.392446475
772	0.3923971238
773	0.3923528579
774	0.3923148842
775	0.3922935538
776	0.3922478739
777	0.3922158909
778	0.3921886375
779	0.3921503275
780	0.3921014673
781	0.3920615156
782	0.3920114999
783	0.3919768708
784	0.3919376025
785	0.3919030727
786	0.3918678616
787	0.391809524
788	0.3917737222
789	0.3917532732
790	0.3916918055
791	0.3916487941
792	0.3916093912
793	0.3915733049
794	0.3915211572
795	0.3914762127
796	0.3914290379
797	0.3913893723
798	0.391340938
799	0.391321529
800	0.3912664727
801	0.3912316462
802	0.391196037
803	0.3911620619
804	0.3911136046
805	0.3910597745
806	0.3910224023
807	0.3909682253
808	0.3909174337
809	0.3908607659
810	0.3908187257
811	0.390773204
812	0.3907461891
813	0.3907138712
814	0.3906764999
815	0.3906393057
816	0.39059549
817	0.3905359792
818	0.3905178812
819	0.3904743353
820	0.3904264339
821	0.3903908162
822	0.3903555873
823	0.3903272656
824	0.3902676095
825	0.3902323855
826	0.3901758347
827	0.3901294476
828	0.3900752833
829	0.3900044971
830	0.389978722
831	0.38992505
832	0.389892469
833	0.3898534308
834	0.3897862257
835	0.3897320447
836	0.389688369
837	0.3896576051
838	0.3896205781
839	0.3895828275
840	0.3895420687
841	0.3895081378
842	0.3894689935
843	0.3894415414
844	0.3894132257
845	0.3893807838
846	0.3893478751
847	0.3893148066
848	0.3892985275
849	0.3892530545
850	0.3891970178
851	0.389170006
852	0.3891210711
853	0.3890765819
854	0.3890384745
855	0.3889995646
856	0.3889606895
857	0.3889198057
858	0.3888758232
859	0.3888395855
860	0.3887798811
861	0.3887451624
862	0.3887021552
863	0.3886706584
864	0.3886330902
865	0.3885960193
866	0.3885727216
867	0.3885258292
868	0.3884692061
869	0.3884332877
870	0.3883996638
871	0.3883583588
872	0.3883179538
873	0.3882931385
874	0.3882411155
875	0.3882091748
876	0.3881473899
877	0.3881068214
878	0.3880608587
879	0.3880190829
880	0.3879950136
881	0.3879565799
882	0.3879137208
883	0.3878765341
884	0.387827987
885	0.3877727548
886	0.3877360793
887	0.3876951965
888	0.3876516381
889	0.3876156288
890	0.387576292
891	0.3875537271
892	0.3875160535
893	0.3874756353
894	0.387403631
895	0.3873780705
896	0.3873374893
897	0.3873090079
898	0.387284195
899	0.3872595705
900	0.3872129074
901	0.387183203
902	0.3871446423
903	0.3870937844
904	0.3870388907
905	0.3870183453
906	0.3869861069
907	0.3869355363
908	0.3868880538
909	0.3868480972
910	0.3868066863
911	0.3867695701
912	0.3867118494
913	0.3866812808
914	0.3866472047
915	0.386600712
916	0.3865555331
917	0.3865276533
918	0.3864905301
919	0.3864485223
920	0.3864139193
921	0.3863817242
922	0.3863340299
923	0.3862696263
924	0.3862290306
925	0.3861812452
926	0.3861336802
927	0.3860973292
928	0.3860489853
929	0.3860138987
930	0.3859614135
931	0.3859268652
932	0.3858786613
933	0.3858352292
934	0.3857894118
935	0.3857531871
936	0.3857128525
937	0.385661065
938	0.3856198133
939	0.3855845588
940	0.3855515625
941	0.3855166745
942	0.3854674502
943	0.3854060154
944	0.3853601847
945	0.385315818
946	0.3852994976
947	0.3852669075
948	0.3852062756
949	0.3851676265
950	0.385118961
951	0.3850642585
952	0.3850164431
953	0.3849734619
954	0.384932255
955	0.3849138248
956	0.3848768089
957	0.3848583432
958	0.3848181774
959	0.3848009281
960	0.3847558833
961	0.3847277227
962	0.3846898587
963	0.3846468536
964	0.3845854771
965	0.3845369539
966	0.3845041584
967	0.3844872265
968	0.3844440043
969	0.3844078233
970	0.3843736479
971	0.3843437071
972	0.3842828905
973	0.3842367532
974	0.3842006097
975	0.384167646
976	0.3841229274
977	0.3840896259
978	0.3840303485
979	0.3840032191
980	0.3839628644
981	0.3839276516
982	0.3838855454
983	0.3838356135
984	0.3838044164
985	0.3837633864
986	0.383724997
987	0.3836825543
988	0.3836371459
989	0.3836055975
990	0.3835788669
991	0.3835288994
992	0.3834989557
993	0.3834797148
994	0.383442174
995	0.3833997869
996	0.3833614618
997	0.383317113
998	0.3832787887
999	0.3832400947
1000	0.3832234245
1001	0.3831885081
1002	0.3831407164
1003	0.3830987063
1004	0.3830617454
1005	0.3830259791
1006	0.3829873916
1007	0.3829556041
1008	0.3829195207
1009	0.3828664375
1010	0.3828357143
1011	0.3827900873
1012	0.382745083
1013	0.3826973891
1014	0.3826439575
1015	0.3825994803
1016	0.3825615364
1017	0.3825336536
1018	0.382493792
1019	0.3824576427
1020	0.3824252955
1021	0.3823885626
1022	0.3823571221
1023	0.3823415167
1024	0.3822884839
1025	0.382257546
1026	0.3822318246
1027	0.3822121519
1028	0.3821722773
1029	0.3821317195
1030	0.3821188849
1031	0.3820845922
1032	0.3820285393
1033	0.3819795242
1034	0.3819571314
1035	0.3819223627
1036	0.3818807637
1037	0.3818408103
1038	0.3818012428
1039	0.3817660403
1040	0.381743497
1041	0.3816999933
1042	0.3816611974
1043	0.3816372514
1044	0.3816044503
1045	0.3815698644
1046	0.3815390749
1047	0.3814956567
1048	0.3814601216
1049	0.3814213665
1050	0.3813830485
1051	0.3813475809
1052	0.3813045679
1053	0.3812892318
1054	0.3812541047
1055	0.381219042
1056	0.3811944473
1057	0.3811556182
1058	0.3810995732
1059	0.3810616832
1060	0.3810216297
1061	0.3809832357
1062	0.3809440877
1063	0.3809064757
1064	0.380869196
1065	0.380825259
1066	0.3808026707
1067	0.3807703781
1068	0.3807361322
1069	0.380703043
1070	0.380667082
1071	0.380636588
1072	0.3806132359
1073	0.3805754352
1074	0.3805262611
1075	0.3805041906
1076	0.3804825758
1077	0.3804415786
1078	0.3803915939
1079	0.3803279217
1080	0.3802854391
1081	0.3802541576
1082	0.3802192493
1083	0.3801678852
1084	0.3801334215
1085	0.3800880679
1086	0.3800452845
1087	0.3800108014
1088	0.3799888674
1089	0.3799552433
1090	0.3799176151
1091	0.3798654734
1092	0.3798425617
1093	0.3798057835
1094	0.3797631136
1095	0.379739595
1096	0.3797099422
1097	0.3796683279
1098	0.379636994
1099	0.3796089228
1100	0.3795714856
1101	0.3795571805
1102	0.3795284351
1103	0.3794969868
1104	0.3794635655
1105	0.3794241014
1106	0.379388581
1107	0.3793281078
1108	0.3792976741
1109	0.3792582673
1110	0.3792139004
1111	0.379174206
1112	0.3791537597
1113	0.3791174048
1114	0.3790710684
1115	0.3790114739
1116	0.3789698821
1117	0.378945916
1118	0.3789030741
1119	0.3788750287
1120	0.3788402208
1121	0.3788125211
1122	0.3787965449
1123	0.3787694605
1124	0.3787498317
1125	0.3787206563
1126	0.3787066729
1127	0.3786452523
1128	0.3785898279
1129	0.3785639414
1130	0.3785315079
1131	0.3784925297
1132	0.3784538751
1133	0.3784191639
1134	0.3783857802
1135	0.3783146668
1136	0.3782810672
1137	0.3782468318
1138	0.3782083939
1139	0.3781490757
1140	0.3781132171
1141	0.3780633838
1142	0.3780313165
1143	0.3780091777
1144	0.3779643171
1145	0.3779362826
1146	0.3778763821
1147	0.3778396613
1148	0.3777992639
1149	0.3777706285
1150	0.377743463
1151	0.3776982351
1152	0.3776617066
1153	0.377610731
1154	0.3775630207
1155	0.3775458908
1156	0.3775138518
1157	0.3774915775
1158	0.3774499036
1159	0.3774137517
1160	0.3773472266
1161	0.3773047462
1162	0.3772637933
1163	0.3772286827
1164	0.3771753761
1165	0.3771388097
1166	0.3771142684
1167	0.3770859179
1168	0.3770603686
1169	0.3770299756
1170	0.3769745805
1171	0.3769545603
1172	0.3769339602
1173	0.3768997361
1174	0.3768760961
1175	0.3768409229
1176	0.3768074428
1177	0.376766152
1178	0.3767254119
1179	0.3767045228
1180	0.376659827
1181	0.3766074528
1182	0.3765486285
1183	0.3765307782
1184	0.3764778637
1185	0.3764513497
1186	0.3763981581
1187	0.376353649
1188	0.3763219336
1189	0.3762796795
1190	0.3762391356
1191	0.3761991475
1192	0.376163586
1193	0.3761439606
1194	0.3761151934
1195	0.3760860014
1196	0.3760596177
1197	0.3760190102
1198	0.3759686719
1199	0.3759245807
1200	0.3758825929
1201	0.3758629393
1202	0.3758419337
1203	0.3758011179
1204	0.3757643233
1205	0.3757308022
1206	0.3756950007
1207	0.3756449004
1208	0.3756087712
1209	0.3755666462
1210	0.3755283599
1211	0.3754879995
1212	0.3754373946
1213	0.3754219745
1214	0.3753897959
1215	0.3753499812
1216	0.3753234353
1217	0.3752893328
1218	0.3752550326
1219	0.3752168789
1220	0.3751748637
1221	0.3751475954
1222	0.375104816
1223	0.37507566
1224	0.3750432748
1225	0.3750102565
1226	0.374969815
1227	0.3749341547
1228	0.3749106291
1229	0.3748765686
1230	0.3748576505
1231	0.3748302011
1232	0.3747923787
1233	0.3747738462
1234	0.3747327615
1235	0.3747075876
1236	0.3746766711
1237	0.37464157
1238	0.3746034059
1239	0.3745689088
1240	0.3745209692
1241	0.374466726
1242	0.3744487111
1243	0.3744101246
1244	0.3743916702
1245	0.3743517442
1246	0.3743191483
1247	0.3742895353
1248	0.374262013
1249	0.3742142652
1250	0.3741792605
1251	0.3741449727
1252	0.3740995375
1253	0.3740693994
1254	0.3740389164
1255	0.3740134392
1256	0.3739830578
1257	0.3739516571
1258	0.373916188
1259	0.3738886032
1260	0.3738564894
1261	0.3738278472
1262	0.3737762439
1263	0.3737586069
1264	0.3737357101
1265	0.3737026058
1266	0.3736681502
1267	0.3736376378
1268	0.373621421
1269	0.3735858492
1270	0.3735350458
1271	0.373486998
1272	0.3734631442
1273	0.3734186723
1274	0.3733704659
1275	0.3733484619
1276	0.3733222248
1277	0.3732953026
1278	0.3732441188
1279	0.373211753
1280	0.3731705752
1281	0.3731564078
1282	0.3731149216
1283	0.3730802522
1284	0.3730357811
1285	0.3730116697
1286	0.3729854424
1287	0.3729468826
1288	0.3729162862
1289	0.3728876915
1290	0.3728596647
1291	0.3728273884
1292	0.3728039509
1293	0.3727641522
1294	0.3727247626
1295	0.3726791793
1296	0.372631668
1297	0.3725991553
1298	0.3725732234
1299	0.3725357138
1300	0.3725106105
1301	0.3724886184
1302	0.3724652078
1303	0.3724385519
1304	0.3724133386
1305	0.3723876799
1306	0.3723527314
1307	0.3723284467
1308	0.3723064913
1309	0.3722892699
1310	0.3722439687
1311	0.3722048046
1312	0.3721624038
1313	0.372134221
1314	0.3720851083
1315	0.3720339132
1316	0.3720020641
1317	0.3719534763
1318	0.3719197524
1319	0.3718867709
1320	0.371849628
1321	0.3718020935
1322	0.3717722735
1323	0.3717322954
1324	0.3716577492
1325	0.3716304758
1326	0.3715989378
1327	0.3715700523
1328	0.3715548089
1329	0.3715275443
1330	0.3714945621
1331	0.37146248
1332	0.3714250296
1333	0.3713800289
1334	0.3713301808
1335	0.3712916799
1336	0.3712441322
1337	0.3712159932
1338	0.3711912564
1339	0.3711514987
1340	0.3711215022
1341	0.371087765
1342	0.371009239
1343	0.3709823782
1344	0.3709618404
1345	0.3709340056
1346	0.3708892673
1347	0.370856631
1348	0.3708291277
1349	0.370797082
1350	0.3707636492
1351	0.3707341485
1352	0.3707140771
1353	0.3706795613
1354	0.3706570858
1355	0.3706249707
1356	0.3705959794
1357	0.3705555849
1358	0.370534214
1359	0.3705030397
1360	0.3704674961
1361	0.370440009
1362	0.3704226986
1363	0.3704056904
1364	0.3703880898
1365	0.3703627848
1366	0.3703363231
1367	0.3703215441
1368	0.3702795398
1369	0.3702533358
1370	0.3702040508
1371	0.3701788655
1372	0.3701489043
1373	0.3701205415
1374	0.3700903084
1375	0.3700604849
1376	0.3700228072
1377	0.3700003081
1378	0.3699593207
1379	0.3699261594
1380	0.36988166
1381	0.3698393013
1382	0.3698115548
1383	0.3697788924
1384	0.3697375865
1385	0.3697060506
1386	0.3696818663
1387	0.3696470447
1388	0.3696167281
1389	0.3695749729
1390	0.3695358543
1391	0.3695049511
1392	0.3694647052
1393	0.3694362079
1394	0.3693921653
1395	0.3693659618
1396	0.3693289149
1397	0.3692992767
1398	0.3692658586
1399	0.3692277197
1400	0.3691840864
1401	0.3691366835
1402	0.3691003093
1403	0.3690788471
1404	0.3690509736
1405	0.3690206717
1406	0.3689777324
1407	0.3689624399
1408	0.3689277995
1409	0.3688799422
1410	0.3688591893
1411	0.3688434107
1412	0.3688114598
1413	0.3687652869
1414	0.36873783
1415	0.3686998632
1416	0.3686737152
1417	0.3686565096
1418	0.3686250793
1419	0.3685917068
1420	0.3685494432
1421	0.368520283
1422	0.3684787533
1423	0.3684551637
1424	0.3684397827
1425	0.368409492
1426	0.3683690069
1427	0.3683422438
1428	0.3682956809
1429	0.3682586735
1430	0.3682168966
1431	0.3681697604
1432	0.3681526652
1433	0.3681247379
1434	0.3680929036
1435	0.3680649816
1436	0.368040217
1437	0.3679981819
1438	0.3679832732
1439	0.3679615357
1440	0.3679325622
1441	0.3678964237
1442	0.3678701486
1443	0.3678353167
1444	0.3677908574
1445	0.3677594953
1446	0.3677236144
1447	0.3676994896
1448	0.3676665674
1449	0.3676338807
1450	0.3675953548
1451	0.3675472712
1452	0.3675098527
1453	0.3674772789
1454	0.3674390031
1455	0.3674104083
1456	0.3673848382
1457	0.367359326
1458	0.3673213825
1459	0.3672883488
1460	0.3672568398
1461	0.3672223366
1462	0.3671993432
1463	0.3671610689
1464	0.3671118095
1465	0.3670948255
1466	0.367061699
1467	0.3670304234
1468	0.3670005498
1469	0.3669479618
1470	0.3669160513
1471	0.3668759692
1472	0.3668349413
1473	0.3668162833
1474	0.3667739761
1475	0.366740274
1476	0.3666934465
1477	0.3666209722
1478	0.3665932206
1479	0.3665608897
1480	0.3665358951
1481	0.3664999035
1482	0.36646599
1483	0.3664308538
1484	0.3663899796
1485	0.3663585228
1486	0.3663270229
1487	0.3662289714
1488	0.3661857056
1489	0.3661447765
1490	0.3661087974
1491	0.3660670826
1492	0.3660364412
1493	0.3660027701
1494	0.3659557132
1495	0.3659321235
1496	0.3659041891
1497	0.365882951
1498	0.3658453476
1499	0.365819792
1500	0.365793554
1501	0.3657705248
1502	0.3657355667
1503	0.3657171948
1504	0.3656785647
1505	0.3656470096
1506	0.3656233197
1507	0.3655957222
1508	0.3655579199
1509	0.3655132658
1510	0.3654873488
1511	0.365458896
1512	0.3654258255
