iter	Logloss
352	0.3475049471
353	0.3474061874
354	0.3472851463
355	0.3471164509
356	0.3470292204
357	0.3468747908
358	0.3466387624
359	0.3464793074
360	0.346473848
361	0.3462199173
362	0.3460917062
363	0.3459111225
364	0.3457503528
365	0.3456006125
366	0.3454262407
367	0.3452982193
368	0.3450446045
369	0.3448663227
370	0.3446671913
371	0.3444804714
372	0.3443492981
373	0.3441899516
374	0.3439954734
375	0.343665971
376	0.3435335883
377	0.3433401133
378	0.3432010091
379	0.3430544418
380	0.3429051688
381	0.3427690725
382	0.3426157741
383	0.3424550643
384	0.3422774217
385	0.3420732281
386	0.3419013596
387	0.3417677853
388	0.3415928045
389	0.3414563283
390	0.3413113244
391	0.3411448395
392	0.3409837645
393	0.3407849788
394	0.3406527234
395	0.340487953
396	0.3403209595
397	0.3400972899
398	0.3399464683
399	0.3398794582
400	0.3397593767
401	0.3396681489
402	0.3395463404
403	0.3393852526
404	0.3392201662
405	0.3390656316
406	0.3388816947
407	0.3387619485
408	0.3386392945
409	0.3384960239
410	0.3384010844
411	0.3382732768
412	0.3379585906
413	0.3378372191
414	0.3376589058
415	0.3374486668
416	0.3372491968
417	0.337181808
418	0.3370725548
419	0.3369593558
420	0.336752781
421	0.3365898484
422	0.3363676557
423	0.3362593838
424	0.3361011881
425	0.3359104277
426	0.3358114407
427	0.3356284947
428	0.3353649153
429	0.3352385695
430	0.3351686751
431	0.3349873375
432	0.3348685063
433	0.3347670719
434	0.334526564
435	0.3343071774
436	0.3341489137
437	0.3339953169
438	0.333835113
439	0.3336245561
440	0.333478628
441	0.3332727401
442	0.3330776655
443	0.3329846594
444	0.3327542179
445	0.3325759416
446	0.3323932697
447	0.3322469079
448	0.3320403507
449	0.3319235292
450	0.3316781992
451	0.331499936
452	0.3313628512
453	0.3312195922
454	0.3311249128
455	0.330965707
456	0.3307888024
457	0.3306502832
458	0.3305197763
459	0.3304026737
460	0.3301767777
461	0.3299705977
462	0.3297759891
463	0.3296680152
464	0.3295042915
465	0.3294058923
466	0.3292753874
467	0.3291717473
468	0.3289853047
469	0.3288679017
470	0.3286238769
471	0.3284335865
472	0.3281977186
473	0.3280288429
474	0.3279164707
475	0.3276912505
476	0.327529125
477	0.327400877
478	0.3271685933
479	0.3270474361
480	0.3268572989
481	0.3266615154
482	0.3265626532
483	0.3264229771
484	0.326294874
485	0.3261647139
486	0.3260405675
487	0.3259636248
488	0.3258558509
489	0.325724976
490	0.3256112431
491	0.3255148426
492	0.3254081918
493	0.3252518555
494	0.3251169198
495	0.3249726249
496	0.3248391567
497	0.3246459699
498	0.3245521955
499	0.3244265338
500	0.324283328
501	0.3241370054
502	0.3240547303
503	0.3239786272
504	0.3238557862
505	0.3237516695
506	0.3236019409
507	0.3235102487
508	0.3233035085
509	0.3230580642
510	0.3229089591
511	0.3228138864
512	0.3226590229
513	0.3224520659
514	0.3222128047
515	0.3220475052
516	0.3218958284
517	0.3216807289
518	0.3215286572
519	0.3213307753
520	0.3211562043
521	0.3210155744
522	0.3209206286
523	0.3208141693
524	0.3206867816
525	0.320565866
526	0.3203528463
527	0.3201665153
528	0.3200782782
529	0.3198888422
530	0.319715763
531	0.3196196118
532	0.3195300924
533	0.3194103327
534	0.3193416753
535	0.3191876023
536	0.3191055999
537	0.318977884
538	0.3189081801
539	0.3187949907
540	0.3185963114
541	0.3184510657
542	0.3184046672
543	0.3183132526
544	0.3180473
545	0.317931627
546	0.3177358747
547	0.3175920014
548	0.3174756813
549	0.3173671925
550	0.3172600665
551	0.3170554256
552	0.3169564675
553	0.3168322187
554	0.3166750261
555	0.316570976
556	0.3164305173
557	0.3163101739
558	0.3161899066
559	0.316083978
560	0.3159421421
561	0.3158492714
562	0.3157058411
563	0.3155730566
564	0.3154340614
565	0.3152900715
566	0.3151677025
567	0.3150301124
568	0.3149265833
569	0.3148212038
570	0.3147612387
571	0.3146410409
572	0.3144871509
573	0.3143424823
574	0.3142394515
575	0.3141050748
576	0.3139874484
577	0.3138886655
578	0.3137054397
579	0.3135690836
580	0.3134867671
581	0.313331177
582	0.3132319853
583	0.3130927686
584	0.3128545318
585	0.3127813718
586	0.3126810251
587	0.3125137125
588	0.3123279654
589	0.3122360787
590	0.312152368
591	0.3120446023
592	0.3118677669
593	0.3117840434
594	0.3117107337
595	0.311610144
596	0.3114361495
597	0.3112511045
598	0.3111423814
599	0.3110939742
600	0.3109508999
601	0.3108595473
602	0.3106541865
603	0.3105530233
604	0.3103916406
605	0.3103046648
606	0.3100831056
607	0.309936282
608	0.3098659206
609	0.3097004241
610	0.3095692401
611	0.3094762509
612	0.3093999757
613	0.3093166427
614	0.3091937613
615	0.309029018
616	0.3089490355
617	0.308840388
618	0.3086825821
619	0.3085434979
620	0.3084274378
621	0.3082733795
622	0.3082134941
623	0.3080477483
624	0.3078804438
625	0.3077846995
626	0.3076376695
627	0.3075065699
628	0.3073928346
629	0.3072843173
630	0.3071809027
631	0.3070946002
632	0.3069439172
633	0.3068170442
634	0.3066240044
635	0.3065066644
636	0.3064375433
637	0.3063007804
638	0.3062043233
639	0.3060833873
640	0.3060274042
641	0.3059218789
642	0.3057881834
643	0.3057289636
644	0.3056346964
645	0.3054708286
646	0.3054195868
647	0.3053467009
648	0.3052144619
649	0.3050616668
650	0.304961987
651	0.3048716904
652	0.30480836
653	0.3046913203
654	0.3046231897
655	0.3045047412
656	0.3043370638
657	0.3042588705
658	0.3041768045
659	0.3040591829
660	0.30392689
661	0.3038336422
662	0.3037268798
663	0.3036258416
664	0.3035248868
665	0.3033754104
666	0.3032966304
667	0.3031944321
668	0.3030762295
669	0.3029691252
670	0.3028537667
671	0.3026715383
672	0.3025576604
673	0.302427275
674	0.302334997
675	0.3022481305
676	0.3021547835
677	0.3020599926
678	0.3019542388
679	0.3018637548
680	0.3017097226
681	0.3015567849
682	0.3014899555
683	0.3014469715
684	0.3013326357
685	0.301263666
686	0.3010929494
687	0.3009878807
688	0.3008743696
689	0.3007797985
690	0.3006868494
691	0.3006017406
692	0.3004930157
693	0.300381931
694	0.3003009424
695	0.3002163962
696	0.3000682022
697	0.2999592856
698	0.2998882083
699	0.2998176269
700	0.299761477
701	0.2996918288
702	0.2995390282
703	0.2993937311
704	0.299331086
705	0.2992063894
706	0.2990367289
707	0.2989509652
708	0.2987954025
709	0.2986665683
710	0.2985435645
711	0.2984637362
712	0.2983071726
713	0.2982035944
714	0.298125382
715	0.2979745993
716	0.2978026347
717	0.29760983
718	0.2975530955
719	0.2974993826
720	0.2973408498
721	0.2972742645
722	0.2971908123
723	0.2971129844
724	0.2969449605
725	0.2968069038
726	0.2967221845
727	0.2965726202
728	0.2964508943
729	0.2963756191
730	0.2962813684
731	0.296180539
732	0.2960319038
733	0.2959803061
734	0.2958739053
735	0.2957597119
736	0.2956979337
737	0.2955693548
738	0.2954950981
739	0.2953575667
740	0.2952074195
741	0.2950503177
742	0.2948010852
743	0.2946982891
744	0.2945461431
745	0.2944778831
746	0.2944029707
747	0.2943073691
748	0.2942474111
749	0.2940954455
750	0.2939900246
751	0.2938460911
752	0.2937364329
753	0.2934486735
754	0.2933458982
755	0.2933016812
756	0.293216143
757	0.2931267487
758	0.2930654544
759	0.2929676374
760	0.2928588859
761	0.292737482
762	0.2926344611
763	0.2925034114
764	0.2923853388
765	0.2922985514
766	0.2921918694
767	0.2921164968
768	0.2920106074
769	0.2919534675
770	0.2918015351
771	0.2917273865
772	0.2916250537
773	0.2915016158
774	0.2913908366
775	0.2913036633
776	0.2912546838
777	0.291154462
778	0.2910572986
779	0.2909638998
780	0.2909163741
781	0.2908174748
782	0.2906367476
783	0.2904849013
784	0.2903210525
785	0.2902407741
786	0.2901368342
787	0.2900341214
788	0.2898954773
789	0.2897998901
790	0.2897014688
791	0.2895350913
792	0.2894737701
793	0.2893875386
794	0.2892969151
795	0.2891650845
796	0.2890331313
797	0.2888794752
798	0.2887437915
799	0.2886632081
800	0.288516951
801	0.2884392543
802	0.2883908022
803	0.2883182455
804	0.2882035715
805	0.2880970356
806	0.2879562769
807	0.2878778404
808	0.2878377722
809	0.2877122711
810	0.2876723652
811	0.287582547
812	0.2874695381
813	0.2874105927
814	0.2872772002
815	0.2871897321
816	0.2870403284
817	0.2869511722
818	0.2868748561
819	0.2866484192
820	0.2865703544
821	0.2865194433
822	0.2864266501
823	0.2863358675
824	0.2862069176
825	0.2861206474
826	0.2860337281
827	0.2858949843
828	0.2857942151
829	0.2856597202
830	0.285576897
831	0.2854567553
832	0.2853572149
833	0.2853007184
834	0.2851709325
835	0.2850269804
836	0.2849105835
837	0.2848110262
838	0.2847242578
839	0.2845855451
840	0.2845218086
841	0.2844064189
842	0.2843259269
843	0.2842711645
844	0.2841511782
845	0.2840119303
846	0.2838866447
847	0.2837651251
848	0.2836437751
849	0.2836089268
850	0.2835169875
851	0.2833505359
852	0.2832508602
853	0.2830698557
854	0.2829903768
855	0.2828881421
856	0.2828119297
857	0.282651582
858	0.2825678276
859	0.282481983
860	0.2823917837
861	0.2822962008
862	0.2822068863
863	0.2821670217
864	0.2820847401
865	0.2820392912
866	0.2819297803
867	0.2818400564
868	0.2817266715
869	0.281602253
870	0.2815578545
871	0.2814160851
872	0.2813446623
873	0.2811657754
874	0.2810786348
875	0.2809993325
876	0.2809358514
877	0.2808442244
878	0.2807676775
879	0.2806381467
880	0.2805513808
881	0.2804153156
882	0.2802432947
883	0.2801462713
884	0.2800565388
885	0.2799374797
886	0.2798396823
887	0.2797100496
888	0.2796165582
889	0.2795083299
890	0.2793494345
891	0.279226936
892	0.2791156328
893	0.2789645493
894	0.2789203841
895	0.2788711006
896	0.2788099197
897	0.2786991571
898	0.2785797113
899	0.2784611293
900	0.2783859685
901	0.2782565423
902	0.2782134837
903	0.2781154628
904	0.2779984491
905	0.2778698562
906	0.2778113267
907	0.2777329953
908	0.277690916
909	0.2775983548
910	0.2774919294
911	0.2774409489
912	0.2773613232
913	0.2772811387
914	0.2771723769
915	0.2770990609
916	0.2770237709
917	0.2769453476
918	0.2768587993
919	0.2767696706
920	0.276695068
921	0.2766155089
922	0.2765132264
923	0.2763766636
924	0.2762759302
925	0.2761840124
926	0.2761036626
927	0.2760499043
928	0.2759632838
929	0.2758617683
930	0.2758129301
931	0.2757406351
932	0.2756394965
933	0.2755262142
934	0.275455711
935	0.2753463175
936	0.275192866
937	0.2750538127
938	0.274977809
939	0.2749164526
940	0.2748291056
941	0.2747507349
942	0.2745928905
943	0.2745146368
944	0.2743921496
945	0.2742799593
946	0.2742191385
947	0.2741332984
948	0.2740228534
949	0.273921484
950	0.2738263309
951	0.2736893223
952	0.2736013136
953	0.2735604661
954	0.2734880146
955	0.2733879316
956	0.2732811678
957	0.2731848452
958	0.2731241522
959	0.2730385722
960	0.2729055502
961	0.2728656379
962	0.2728326067
963	0.2727019559
964	0.2725780192
965	0.2725387236
966	0.2724681497
967	0.272316825
968	0.2722446599
969	0.2722020463
970	0.2720999747
971	0.2719968414
972	0.2718958549
973	0.2718215858
974	0.2717722563
975	0.271722951
976	0.2716537601
977	0.2715864261
978	0.2715018715
979	0.2714648317
980	0.2713865415
981	0.2713081381
982	0.271197089
983	0.2711234971
984	0.2709773267
985	0.2708840896
986	0.2708037076
987	0.2707522656
988	0.2706773677
989	0.2705844105
990	0.2705248729
991	0.27041783
992	0.270244624
993	0.2701700915
994	0.2700973219
995	0.2699638016
996	0.2698113165
997	0.2697702703
998	0.2696970194
999	0.2696157356
